body,x,y,z,conf,syn_id
11128,17516,14049,22216,0.898,97707030753592428
11128,18687,15285,22223,0.95,97737819671251199
11128,18586,15177,22290,0.915,98032488561002650
11128,18677,15240,22310,0.865,98120449623345397
11128,18647,15297,22310,0.953,98120449742883031
11128,18658,15192,22378,0.968,98419516685437154
11128,18626,15274,22368,0.938,98375536392292546
11128,16383,19609,22670,0.929,99703755529797631
11128,15986,15013,22755,0.957,100077579844730482
11128,18844,15282,22725,0.86,99945639013534108
11128,16366,19576,22745,0.944,100033608948924398
11128,16454,19556,22778,0.967,100178744441847878
11128,18003,14217,22787,0.954,100218315663754835
11128,18811,15224,22803,0.96,100288686519765371
11128,18856,15243,22811,0.925,100323870931700136
11128,17977,14206,22904,0.891,100732887082485305
11128,18043,14179,22859,0.876,100534974932862587
11128,18128,14222,22892,0.853,100680110557906640
11128,18129,14333,22921,0.951,100807654139512529
11128,15950,14508,22918,0.954,100794460366978638
11128,16017,14498,22913,0.943,100772470113451665
11128,16584,18968,22975,0.972,101045158371410120
11128,16549,19069,22912,0.921,100768081653022885
11128,16591,19036,22971,0.963,101027566327972047
11128,16521,19134,22913,0.919,100772479835848841
11128,16583,19091,22940,0.919,100891227001471175
11128,18077,14203,22996,0.956,101137507355215517
11128,18224,14242,22984,0.906,101084730878871344
11128,18045,14304,23022,0.932,101251856776316541
11128,16004,14485,23015,0.966,101221070830321284
11128,15934,14585,22979,0.942,101062741365636670
11128,15977,14615,23018,0.955,101234265242484329
11128,16022,14627,22991,0.941,101115518011850390
11128,16595,18879,22994,0.956,101128721068474579
11128,16465,18925,23014,0.757,101216682095165521
11128,16601,18938,22995,0.932,101133119238717657
11128,18137,14262,23051,0.96,101379400037058265
11128,18190,14257,23057,0.929,101405788305639182
11128,18191,14288,23075,0.939,101484953207850767
11128,16084,14489,23043,0.939,101344216141020884
11128,16068,14567,23057,0.883,101405788955754180
11128,16088,14533,23083,0.938,101520138093739736
11128,15842,14902,23058,0.938,101410187704810978
11128,16557,19006,23087,0.954,101537739660345517
11128,16550,19071,23066,0.871,101445380819927206
11128,18778,14610,23142,0.928,101779622999378266
11128,15754,14896,23110,0.952,101638886110805386
11128,15777,14891,23164,0.93,101876380611919265
11128,15869,14931,23137,0.923,101757633440005629
11128,15772,15025,23128,0.941,101718051218537884
11128,15808,15017,23167,0.909,101889575015693760
11128,19123,15136,23150,0.883,101814808474569395
11128,19047,15277,23147,0.769,101801614630734439
11128,16155,15521,23164,0.942,101876381933125403
11128,16632,18837,23161,0.962,101863194747748600
11128,16576,18884,23148,0.924,101806020241670336
11128,16611,18902,23152,0.954,101823612465463523
11128,18785,14637,23171,0.822,101907166404823393
11128,18793,14732,23205,0.893,102056700185430377
11128,19034,15295,23220,0.981,102122672063793754
11128,16134,15546,23209,0.95,102074294078553862
11128,16624,18802,23172,0.914,101911573185970416
11128,19131,15146,23294,0.965,102448127193139899
11128,19172,15308,23259,0.973,102294195904989924
11128,16197,15471,23268,0.898,102333778665422661
11128,16198,15492,23285,0.78,102408545500151622
11128,18796,14734,23298,0.943,102465718515157356
11128,19098,15348,23309,0.969,102514098314431130
11128,19218,15178,23404,0.937,102931912376470290
11128,19086,15274,23360,0.964,102738398531308174
11128,19242,15287,23364,0.952,102755990744615722
11128,19170,15203,23474,0.96,103239775684676322
11128,19152,15309,23430,0.965,103046261860485840
11128,19177,15316,23438,0.865,103081446247254761
11128,19293,15249,23506,0.974,103380513269500765
11128,16358,18460,23612,0.95,103846712933629926
11128,16411,18435,23594,0.97,103767548044001307
11128,16400,18362,23626,0.929,103908285379264528
11128,16475,18353,23714,0.972,104295313453367387
11128,16370,18431,23728,0.965,104356886268100594
11128,16432,18405,23807,0.781,104704331887951920
11128,16520,18376,23748,0.948,104444847082979464
11128,16488,18545,23754,0.976,104471235716464744
11128,16147,16230,23862,0.964,104946219884756755
11128,16158,16312,23849,0.837,104889045452078878
11128,16449,18394,23825,0.949,104783496702083137
11128,16437,18454,23816,0.965,104743914409312309
11128,16604,18489,23823,0.966,104774700808290524
11128,16515,18528,23848,0.968,104884652052856963
11128,16168,16327,23872,0.973,104990200553291560
11128,16186,16346,23879,0.949,105020986918715194
11128,16636,18365,23922,0.957,105210107152843004
11128,16565,18518,23882,0.965,105034185613263029
11128,16254,16312,23969,0.97,105416811033411454
11128,16191,16388,23989,0.952,105504772123017023
11128,16685,18438,23986,0.971,105491582282645805
11128,16127,16438,24024,0.926,105658703855763199
11128,16212,16438,24107,0.979,106023741716184916
11128,16127,16388,24157,0.966,106243643936882431
11128,16162,16412,24202,0.957,106441556080213794
11128,19639,15419,24291,0.941,106832980137233591
11128,16219,16766,24294,0.879,106846177101627227
11128,16293,16775,24286,0.911,106810992748412837
11128,16306,16774,24310,0.976,106916545862582194
11128,19626,15425,24328,0.84,106995707870727338
11128,19647,15442,24329,0.951,107000105952890047
11128,16216,16773,24323,0.951,106973720465129304
11128,16222,16792,24343,0.91,107061681435197278
11128,19613,15467,24417,0.964,107387134098295965
11128,19657,15483,24412,0.908,107365143899294921
11128,19813,15775,24615,0.937,108257947953417573
11128,16583,16683,24633,0.918,108337114694828231
11128,16629,16764,24703,0.949,108644978120474869
11128,19859,15754,24762,0.946,108904460746509715
11128,19856,15833,24711,0.96,108680160540118416
11128,19880,15837,24741,0.977,108812101943840168
11128,16584,16630,24740,0.914,108807705560367304
11128,16535,16683,24755,0.963,108873676369182871
11128,16618,16773,24726,0.865,108746133209104618
11128,20026,16184,24807,0.949,109102373741284922
11128,16577,16758,24775,0.972,108961637456691393
11128,16598,16763,24792,0.942,109036404257865942
11128,19861,15791,24838,0.957,109238712358948245
11128,16673,16118,24888,0.833,109458615370268961
11128,16765,16066,24876,0.905,109405838703083901
11128,20102,16104,24888,0.95,109458615340912262
11128,19986,16188,24887,0.962,109454217470561810
11128,16607,16753,24839,0.944,109243112422916319
11128,19827,15810,24937,0.854,109674119003393395
11128,19960,15886,24930,0.982,109643332837199352
11128,16705,16052,24905,0.947,109533382022545729
11128,16793,16043,24903,0.963,109524585910649241
11128,19908,16009,24927,0.961,109630138955615684
11128,16691,16161,24903,0.921,109524586158113075
11128,20021,16171,24930,0.94,109643333434887733
11128,20134,16175,24942,0.945,109696110001409702
11128,20083,16222,24910,0.951,109555372611620467
11128,19850,15822,24967,0.917,109806060423892362
11128,19960,15934,24997,0.956,109938002054106616
11128,16834,16161,24976,0.967,109845643553423810
11128,16817,15949,25039,0.795,110122720039027121
11128,16841,15956,25069,0.932,110254661449040329
11128,20154,16107,25040,0.912,110127118416891578
11128,16838,16133,25070,0.913,110259059866747334
11128,20169,16146,25055,0.779,110193089196347081
11128,16837,16205,25052,0.935,110179895180542405
11128,17035,17208,25060,0.937,110215081656074891
11128,17111,17191,25082,0.97,110311838643667671
11128,16856,15961,25104,0.965,110408593087414744
11128,16932,15974,25106,0.975,110417389207700004
11128,16976,17203,25124,0.841,110496556622299728
11128,16972,17217,25147,0.938,110597711721415244
11128,17110,17293,25099,0.928,110386605648265942
11128,17100,17314,25113,0.946,110448178343461580
11128,16913,15942,25169,0.775,110694466070790673
11128,16896,16056,25171,0.972,110703262402888192
11128,17073,17131,25172,0.876,110707662703837873
11128,17046,17144,25192,0.954,110795623661322902
11128,17116,17137,25173,0.934,110712060762931932
11128,16979,17274,25164,0.752,110672478631641683
11128,17012,17313,25164,0.961,110672478713430644
11128,17004,17294,25206,0.957,110857196627051116
11128,16950,15948,25223,0.958,110931960594973238
11128,16950,16044,25247,0.944,111037513912566326
11128,16994,16008,25271,0.95,111143066953335394
11128,20324,16645,25253,0.92,111063903452024676
11128,17452,18057,25248,0.966,111041916180644908
11128,17433,18025,25292,0.955,111235430160024601
11128,20447,16492,25406,0.947,111736804247359455
11128,20392,16637,25393,0.975,111679629946802088
11128,17419,18098,25383,0.975,111635652545627147
11128,17546,18095,25407,0.931,111741205655602314
11128,17473,18176,25375,0.948,111600468337116225
11128,28761,22802,25349,0.811,111486128829263961
11128,20409,16550,25433,0.96,111855551624794041
11128,20449,16599,25409,0.973,111749998611288033
11128,17548,18068,25423,0.975,111811574343156876
11128,17474,18159,25408,0.943,111745603836331074
11128,17481,17558,25709,0.963,113069414575785033
11128,17498,17575,25722,0.948,113126589216080986
11128,17518,17605,25725,0.913,113139783418528878
11128,19657,15743,25761,0.935,113298109188033737
11128,19657,15783,25756,0.931,113276119039364297
11128,19666,15851,25753,0.916,113262925042437330
11128,19713,15851,25780,0.875,113381672298237185
11128,17683,17748,25764,0.976,113311307532354835
11128,17699,17799,25791,0.943,113430054895109411
11128,19632,15840,25851,0.962,113693933577456816
11128,17657,17835,25801,0.978,113474035435717881
11128,19620,15798,25880,0.963,113821476838198436
11128,19643,15846,25875,0.838,113799486706306235
11128,19689,16575,25874,0.971,113795090188618985
11128,19695,16625,25858,0.924,113724721549298927
11128,19746,16675,25864,0.954,113751109933223202
11128,17670,17831,25879,0.943,113817083055195398
11128,17850,17821,25890,0.907,113865461545846202
11128,17813,17823,25893,0.949,113878655689573781
11128,19784,14941,25983,0.962,114274473831583048
11128,19709,15939,25939,0.975,114080961878052093
11128,19766,16603,25971,0.971,114221700758916406
11128,19696,16737,25941,0.97,114089759644601584
11128,19672,16839,25953,0.934,114142536416644312
11128,19720,16882,25973,0.967,114230497437043976
11128,19744,14927,26029,0.936,114476783941733664
11128,19847,15007,25998,0.927,114340444667661703
11128,19879,14998,26034,0.947,114498774323187111
11128,19741,16577,26039,0.951,114520767867145501
11128,19648,16963,26040,0.855,114525166723157184
11128,17915,17822,26013,0.928,114406421268809211
11128,17825,17876,25998,0.945,114340450684388769
11128,17850,17883,26007,0.929,114380033117668794
11128,17882,17868,26020,0.967,114437207690855898
11128,19781,15025,26054,0.956,114586735310032197
11128,19703,16509,26065,0.957,114635116933827831
11128,19724,16519,26051,0.814,114573544303643916
11128,19652,16856,26066,0.96,114639515708050628
11128,19790,16928,26103,0.97,114802243579956558
11128,19703,16971,26089,0.946,114740671018978551
11128,19796,14912,26142,0.97,114973763166031188
11128,19770,15054,26132,0.925,114929782998715706
11128,19723,16801,26142,0.963,114973767127551243
11128,19860,14967,26183,0.944,115154083188329876
11128,19844,15050,26194,0.926,115202461874015620
11128,20231,16774,26186,0.95,115167281117417223
11128,17980,17455,26192,0.898,115193670824642108
11128,18009,17444,26214,0.957,115290427824817753
11128,17843,17513,26222,0.964,115325612341609907
11128,17825,17554,26223,0.97,115330010474104225
11128,27417,21691,26229,0.781,115356407429098265
11128,18009,17399,26253,0.964,115461951544378969
11128,17972,17403,26356,0.812,115914950343411252
11128,17956,17414,26337,0.957,115831387482768932
11128,18019,17416,26371,0.943,115980921068340835
11128,20406,16918,26540,0.944,116724189884338102
11128,18236,16251,26606,0.901,117014459555268412
11128,18153,16312,26578,0.942,116891314380883689
11128,18180,16268,26595,0.813,116966081079297796
11128,18235,16337,26578,0.968,116891314433312571
11128,18136,16422,26568,0.974,116847334146459352
11128,18259,16560,26566,0.949,116838538342844243
11128,18258,16514,26586,0.919,116926499176597330
11128,18182,16592,26569,0.959,116851732549486342
11128,20399,16843,26573,0.816,116869325261918127
11128,20419,16857,26560,0.967,116812150686633923
11128,20432,16923,26574,0.85,116873723476201424
11128,20440,16937,26596,0.97,116970480528805848
11128,20368,17019,26569,0.962,116851733444972432
11128,20347,16854,26658,0.967,117243159238430587
11128,20419,16884,26671,0.957,117300333905989571
11128,20413,16985,26643,0.947,117177188815491005
11128,18202,16314,26712,0.924,117480652617565978
11128,18253,16333,26737,0.943,117590603820189517
11128,18289,16390,26716,0.964,117498244962994033
11128,18289,16415,26727,0.825,117546623527044977
11128,18325,16508,26729,0.971,117555419815102357
11128,18231,16636,26741,0.956,117608196641670967
11128,18324,16576,26722,0.965,117524633632130964
11128,20379,16888,26692,0.963,117392692891111323
11128,18264,16488,26775,0.937,117757729912670040
11128,18319,16587,26782,0.98,117788516445865871
11128,19463,18675,26867,0.79,118162354778164231
11128,20264,17086,26913,0.897,118364661585301288
11128,20272,17067,26931,0.956,118443826382655280
11128,20297,17061,26940,0.875,118483408788672329
11128,18970,18683,26931,0.897,118443829771651610
11128,19490,18666,26885,0.96,118241519596489762
11128,19447,18765,26903,0.975,118320684641307639
11128,19529,18770,26914,0.962,118369063163415625
11128,20313,17096,26986,0.934,118685719001583449
11128,18974,18658,26969,0.942,118610955486644766
11128,19037,18662,26947,0.943,118514198471789149
11128,19535,18653,26971,0.96,118619751569181775
11128,19012,18763,26992,0.96,118712110776601156
11128,19129,18761,27040,0.961,118923217004939961
11128,19685,18675,27078,0.932,119090342592007397
11128,19642,18695,27096,0.97,119169507471150266
11128,19634,18804,27096,0.813,119169507699739826
11128,19608,18771,27135,0.92,119341031444466840
11128,19659,18794,27100,0.965,119187099864812747
11128,19445,18854,27129,0.955,119314643339463669
11128,19492,18847,27073,0.96,119068352720161828
11128,19728,18744,27166,0.951,119477370829688080
11128,19291,17966,28158,0.955,123840231337118555
11128,19305,17974,28180,0.798,123936988377140073
11128,20008,18541,28186,0.935,123963377845292584
11128,19989,18579,28216,0.969,124095319320317461
11128,20016,18589,28217,0.897,124099717387800112
11128,19491,20330,29092,0.951,127948011736157219
11128,19462,20332,29110,0.835,128027176577551366
11128,19423,20357,29110,0.898,128027176629980127
11128,19417,20335,29143,0.924,128172312118709209
11128,19377,20353,29199,0.955,128418602761079729
11128,19239,20518,29428,0.946,129425755758152487
11128,19297,22056,31619,0.834,139061878889401185
11128,17355,26348,31909,0.964,140337321378595787
11128,17302,26303,31996,0.942,140719951330689942
11128,17425,26313,31959,0.935,140557223630750737
11128,17393,26428,31967,0.974,140592408244012017
11128,17346,26436,31941,0.953,140478059051500482
11128,17394,26362,32031,0.939,140873883082310642
11128,17320,26281,32121,0.956,141269707098440616
11128,17333,26327,32112,0.957,141230124776309685
11128,17350,26200,32204,0.965,141634744788992966
11128,17288,26168,32928,0.823,144818930395923336
11128,17261,26143,32989,0.961,145087211180671853
11128,17314,26297,33023,0.93,145236745085010850
11128,17236,26121,33080,0.98,145487433367044948
11128,17365,26193,33062,0.911,145408268680840149
11128,17327,26289,33101,0.977,145579792696099759
11128,17291,26252,33195,0.979,145993208990548875
11128,17207,26088,33226,0.97,146129548088460087
11128,17234,26192,33223,0.96,146116354167030610
11128,17331,26176,33232,0.965,146155936552076211
11128,17280,26220,33253,0.924,146248295621084032
11128,17116,25581,33555,0.947,147576504327357148
11128,17124,25670,33560,0.974,147598494746559204
11128,17096,25486,33608,0.941,147809600593216200
11128,17203,25651,33607,0.976,147805202892735283
11128,17114,25697,33675,0.983,148104270151959258
11128,17194,25687,33700,0.962,148214221293765418
11128,17103,25639,33733,0.955,148359356727968463
11128,16895,24361,33800,0.957,148654023164051967
11128,16971,24444,33811,0.965,148702401849737803
11128,17098,24249,34145,0.929,150171348975502026
11128,17107,24357,34128,0.965,150096582411305683
11128,16980,24269,34190,0.941,150369261110444628
11128,17062,24385,34233,0.957,150558377353691814
11128,17116,24253,34243,0.873,150602357541978844
11128,17091,24238,34267,0.963,150707910626788035
11128,16996,24280,34242,0.951,150597959552090724
11128,17098,24382,34245,0.938,150611153905533642
11128,17358,24245,34333,0.959,150998181711201230
11128,17373,24209,34352,0.888,151081744519414749
11128,17076,24278,34317,0.95,150927813036229300
11128,17462,24249,34421,0.951,151385209812567094
11128,17285,24261,34418,0.966,151372015698199429
11128,17479,24146,34532,0.934,151873392759292999
11128,17521,24272,34513,0.923,151789830139823217
11128,17494,24293,34537,0.892,151895383300129878
11128,17495,24285,34563,0.962,152009732492641367
11128,17569,24186,34631,0.964,152308799447778465
11128,18012,24315,34783,0.947,152977302787999324
11128,18053,24265,34802,0.969,153060865566852741
11128,18041,24334,34784,0.934,152981700874356345
11128,16910,23512,34920,0.972,153579833476006414
11128,18109,24313,34897,0.937,153478680086070973
11128,18109,24374,34890,0.976,153447893888419517
11128,18942,24678,34931,0.914,153628214432909822
11128,18958,24687,34900,0.974,153491875009939982
11128,18867,24744,34914,0.957,153553447780633011
11128,16937,23391,34959,0.928,153751357036184105
11128,18037,24440,34953,0.958,153724970957031029
11128,18086,24438,34996,0.932,153914086952814246
11128,19000,24792,34950,0.968,153711777555696184
11128,18956,24799,35004,0.95,153949272081975820
11128,18966,24860,34954,0.937,153729369884346902
11128,16919,23358,35032,0.961,154072414362288663
11128,16863,23362,35011,0.952,153980055393944031
11128,16942,23416,35067,0.944,154226346111812142
11128,16975,23387,35022,0.967,154028433957995087
11128,16838,25316,35031,0.964,154068020422001094
11128,16904,25459,35029,0.917,154059224628871688
11128,16692,25723,35061,0.957,154199962670874932
11128,16754,25741,35037,0.922,154094409592357234
11128,16847,25367,35113,0.953,154428660342866383
11128,16694,25675,35132,0.952,154512223872500022
11128,16737,25835,35108,0.847,154406671091777889
11128,16729,25842,35133,0.955,154516622269235545
11128,18208,24415,35191,0.956,154771705974245152
11128,18286,24395,35181,0.92,154727725467191150
11128,17239,24462,35173,0.952,154692541235610455
11128,18270,24529,35180,0.98,154723327701698398
11128,18309,24548,35181,0.961,154727725788055429
11128,16919,25398,35138,0.949,154538611570655767
11128,16909,25464,35172,0.966,154688145290445325
11128,16980,25521,35163,0.953,154648562991383124
11128,18228,24358,35207,0.945,154842074598885172
11128,17251,24516,35233,0.96,154956424139522915
11128,18210,24512,35238,0.945,154978414363690786
11128,17914,24140,35316,0.92,155321461211416058
11128,17950,24239,35308,0.925,155286277046945310
11128,18201,24338,35281,0.961,155167529998763801
11128,18233,24353,35282,0.91,155171928076732217
11128,16808,25816,35273,0.95,155132348726264232
11128,16795,25823,35321,0.973,155343454973477275
11128,17938,24111,35361,0.969,155519373243598354
11128,17912,24249,35330,0.958,155383034091161080
11128,17507,24413,35339,0.928,155422616853693539
11128,17531,24393,35361,0.94,155519373834994811
11128,17560,24242,35454,0.944,155928391843857560
11128,17968,24212,35428,0.935,155814042571654704
11128,17931,24247,35438,0.96,155858023110166027
11128,17513,24302,35408,0.891,155726081830175849
11128,17515,24274,35427,0.893,155809644655166571
11128,17608,24353,35414,0.948,155752470216197320
11128,17515,24456,35417,0.976,155765664571737195
11128,16700,25761,35398,0.958,155682104424808764
11128,16762,25788,35437,0.941,155853628295364986
11128,16746,25812,35444,0.942,155884414671274346
11128,17605,24189,35500,0.977,156130701872219333
11128,17552,24236,35491,0.839,156091119552185488
11128,18143,23472,35553,0.95,156363796833650399
11128,18139,23513,35554,0.934,156368194966144731
11128,17655,24247,35574,0.935,156456157435675895
11128,17627,24312,35570,0.972,156438565385946331
11128,17588,24368,35547,0.934,156337410433631412
11128,16228,26363,35590,0.925,156526530617425764
11128,16231,26445,35662,0.947,156843190138191719
11128,16272,26443,35665,0.965,156856384273530768
11128,16247,26556,35652,0.885,156799209905864567
11128,16211,26511,35685,0.94,156944345346359123
11128,16326,26571,35685,0.943,156944345472188358
11128,17442,27442,36209,0.928,159248923670627362
11128,17370,27426,36260,0.931,159473224009139162
11128,17471,27538,36272,0.969,159526000802153535
11128,17346,27469,36322,0.902,159745902983005122
11128,17356,27494,36328,0.96,159772291314500556
11128,17768,24917,36544,0.91,160722263956538728
11128,17730,24930,36563,0.958,160805826867512642
11128,17845,24950,36556,0.967,160775040583878069
11128,17792,25013,36572,0.968,160845409460176256
11128,16081,23858,36658,0.963,161223639037918929
11128,16134,23870,36642,0.805,161153270318907142
11128,16373,24884,36646,0.966,161170864631463925
11128,16388,24952,36616,0.923,161038923378737156
11128,16411,24937,36657,0.806,161219243254235163
11128,17716,24913,36625,0.969,161078505715549492
11128,17888,24969,36617,0.977,161043321460901344
11128,17770,25027,36626,0.968,161082904001135978
11128,16086,23835,36698,0.817,161399560850128598
11128,16160,23953,36722,0.928,161505114213859104
11128,18241,24804,36683,0.96,161333592184604481
11128,18272,24818,36728,0.967,161531504306964320
11128,16425,24884,36735,0.968,161562290770952233
11128,18236,24856,36712,0.948,161461135642478396
11128,17819,25018,36695,0.955,161386369191527835
11128,16135,23818,36746,0.96,161610667047010055
11128,16089,23928,36777,0.977,161747006719540953
11128,18162,24870,36770,0.954,161716222369482482
11128,18262,24883,36787,0.756,161790989187434326
11128,18209,24917,36765,0.913,161694232235493153
11128,18201,24934,36796,0.956,161830571712988953
11128,16426,24992,36781,0.956,161764601136955434
11128,16462,24993,36736,0.957,161566689046052942
11128,16379,25063,36750,0.968,161628261844008955
11128,16099,23942,36846,0.978,162050471958167267
11128,16135,24020,36804,0.934,161865754168278791
11128,16397,24908,36817,0.936,161922930635194381
11128,18193,24934,36833,0.966,161993299433899793
11128,18261,24899,36809,0.809,161887746244233045
11128,18254,24926,36834,0.96,161997697463633742
11128,18240,24947,36853,0.889,162081260391384896
11128,16350,24964,36813,0.963,161905338566590430
11128,16229,24337,37029,0.933,162855315298074469
11128,16193,24357,37031,0.961,162864111433039681
11128,17690,24793,37037,0.873,162890500626466074
11128,17889,25705,37047,0.854,162934483004179937
11128,17951,25706,37038,0.955,162894900587677215
11128,16177,24119,37056,0.84,162974062096695089
11128,16185,24145,37080,0.974,163079615267487545
11128,16165,24237,37070,0.97,163035634995314469
11128,16144,24243,37086,0.75,163106003752075024
11128,16180,24220,37099,0.946,163163178308484916
11128,16103,24277,37075,0.935,163057625311756007
11128,16108,24346,37113,0.978,163224751223881452
11128,17906,25623,37117,0.963,163242346087990770
11128,17900,25753,37091,0.957,163127997151331820
11128,15522,23501,37170,0.958,163475438102920354
11128,15542,23604,37143,0.972,163356691063127222
11128,15609,23677,37135,0.961,163321506844130553
11128,16163,24204,37123,0.767,163268731391196963
11128,16100,24339,37138,0.934,163334702371978980
11128,17887,25632,37134,0.794,163317112897553887
11128,17936,25633,37170,0.953,163475442574050832
11128,17948,25694,37166,0.964,163457850515932700
11128,17832,25596,37235,0.888,163761315519677864
11128,17854,25613,37209,0.904,163646966346040766
11128,17861,25718,37224,0.961,163712937263908293
11128,17945,25722,37184,0.95,163537015411852825
11128,17699,27246,37212,0.962,163660163910223139
11128,17672,27361,37208,0.958,163642571965351176
11128,17737,27369,37222,0.976,163704144633283913
11128,15593,23510,37259,0.951,163866864261283049
11128,15491,23563,37283,0.974,163972417488698499
11128,15519,23641,37298,0.968,164038388349942943
11128,15567,23702,37280,0.969,163959223640669391
11128,17642,27200,37261,0.769,163875668092798186
11128,17693,27215,37273,0.982,163928444682388765
11128,17677,27401,37294,0.957,164020804049192205
11128,15580,23617,37352,0.963,164275882811210972
11128,17693,27266,37333,0.946,164192327580009757
11128,14902,28777,37527,0.897,165045551771957814
11128,14921,28796,37531,0.773,165063143997848137
11128,14882,28743,37580,0.941,165278648165743138
11128,14853,28789,37615,0.96,165432579890100741
11128,14942,28845,37574,0.847,165252260100586078
11128,14943,28861,37596,0.946,165349017157384799
11128,14938,28903,37616,0.805,165436978175687258
11128,13530,33302,37624,0.947,165472171773146330
11128,14492,26887,37691,0.938,165766827436161180
11128,14871,28796,37634,0.95,165516142788491799
11128,14970,29195,37649,0.953,165582114322922106
11128,14983,29283,37688,0.92,165753638321404551
11128,16749,29632,37669,0.956,165670076169601389
11128,13473,33260,37651,0.954,165590918940865697
11128,13585,33221,37655,0.836,165608511045121297
11128,13593,33264,37659,0.924,165626103321343257
11128,13502,33303,37640,0.961,165542540519421118
11128,13539,33339,37658,0.958,165621705432118499
11128,17333,25956,37715,0.963,165872378599982005
11128,17387,25952,37742,0.954,165991125847393259
11128,14512,26790,37717,0.952,165881176442026160
11128,14494,26800,37735,0.966,165960341300197534
11128,14557,26873,37717,0.957,165881176616089821
11128,15030,29160,37712,0.98,165859191179721398
11128,16710,29584,37752,0.968,166035113929359686
11128,16742,29568,37753,0.973,166039511942316390
11128,13468,33157,37754,0.945,166043917515502748
11128,13497,33325,37723,0.868,165907578425980089
11128,13509,33321,37747,0.974,166013131533857989
11128,13592,33302,37728,0.956,165929568610301208
11128,17381,25875,37807,0.961,166276998709134309
11128,17404,25945,37762,0.913,166079086762935292
11128,14541,26789,37793,0.978,166215427974772941
11128,14558,26904,37771,0.873,166118671192701150
11128,17262,28242,37797,0.955,166233023207981934
11128,17371,28249,37770,0.956,166114275966862299
11128,16742,29675,37810,0.943,166290200817844582
11128,13526,33285,37786,0.946,166184655272293590
11128,15898,24302,37885,0.919,166620043038178842
