body,x,y,z,conf,syn_id
10425,29303,22778,7568,0.977,33284463764992631
10425,28271,21935,7675,0.957,33755052973780591
10425,28343,21960,7638,0.934,33592325305298615
10425,28587,22101,7650,0.951,33645102159130539
10425,28800,22087,7640,0.975,33601121664659584
10425,28610,22185,7617,0.968,33499966800424898
10425,28746,22292,7616,0.978,33495568978309194
10425,29222,22614,7660,0.961,33689083700081190
10425,27963,21491,7704,0.921,33882595391466811
10425,27890,21588,7729,0.969,33992546757668082
10425,28221,21873,7731,0.961,34001343448378941
10425,28867,22189,7719,0.957,33948567552946371
10425,29196,22338,7717,0.966,33939771772400140
10425,29334,22338,7701,0.971,33869403028222614
10425,27984,21733,7807,0.969,34335594689621328
10425,28977,22268,7752,0.969,34093703253487921
10425,29036,22225,7746,0.973,34067314884243820
10425,29095,22394,7753,0.968,34098101564240295
10425,29039,22414,7756,0.935,34111295745716591
10425,29573,22481,7768,0.96,34164072444359557
10425,29140,23552,7785,0.957,34238841481097684
10425,28479,18997,7849,0.952,34520306905280319
10425,28035,21748,7823,0.963,34405963465256323
10425,28431,21855,7841,0.967,34485128526851855
10425,28417,21945,7838,0.95,34471934576062209
10425,29480,22498,7844,0.981,34498324014854952
10425,29513,22568,7814,0.935,34366382766322505
10425,27880,24242,7820,0.932,34392774556019944
10425,27858,24204,7826,0.97,34419162755394770
10425,30270,21487,7921,0.966,34836971475990078
10425,28389,21843,7924,0.957,34850166362107621
10425,28443,21888,7929,0.963,34872156689035035
10425,28461,21968,7934,0.968,34894147089362733
10425,29523,22538,7878,0.973,34647857680118611
10425,27967,24183,7898,0.964,34735822060154175
10425,27948,24203,7932,0.972,34885355683474732
10425,29866,20263,7950,0.924,34964512257897642
10425,29908,20339,7939,0.973,34916133905659092
10425,27600,21477,7944,0.954,34938126524771280
10425,30243,21453,7962,0.952,35017291311642147
10425,29889,21616,7971,0.95,35056874072077505
10425,27976,21633,7973,0.944,35065670200749384
10425,29548,22372,7963,0.957,35021691285435244
10425,29098,24189,7991,0.969,35144840398270890
10425,27721,18915,8049,0.938,35399916035533897
10425,30306,21364,8052,0.956,35413115310995042
10425,27560,21461,8004,0.942,35202009281883048
10425,27986,21543,8010,0.966,35228397732916562
10425,29882,21552,8020,0.964,35272378216903866
10425,30290,21539,8060,0.966,35448300050085458
10425,28005,21573,8056,0.976,35430707935341925
10425,30223,21592,8028,0.971,35307562672879119
10425,27939,21647,8052,0.972,35413115904486691
10425,29855,21639,8002,0.952,35193213562156191
10425,29567,22388,8057,0.965,35435107691033471
10425,29469,22469,8017,0.937,35259186000458525
10425,27697,18822,8096,0.968,35606624026520625
10425,27815,18846,8074,0.953,35509867053608103
10425,29353,23988,8118,0.961,35703391883653801
10425,29310,24106,8082,0.963,35545062456717950
10425,29144,24167,8088,0.98,35571450863710680
10425,27253,18863,8148,0.955,35835322531080821
10425,27668,18866,8138,0.945,35791342072261652
10425,27972,21567,8160,0.969,35888104759913796
10425,29895,21605,8149,0.95,35839726327985351
10425,29919,21590,8150,0.946,35844124343039199
10425,29310,22684,8181,0.948,35980466079167102
10425,29418,22803,8180,0.97,35976068282217194
10425,29396,24033,8164,0.976,35905702117536468
10425,29328,24176,8183,0.97,35989265301140112
10425,27214,18811,8232,0.92,36204758328961614
10425,27263,18814,8242,0.957,36248738800364159
10425,26658,19637,8227,0.95,36182769828653090
10425,26714,19597,8241,0.967,36244342395922522
10425,29298,22694,8230,0.959,36195970379182706
10425,29376,24003,8200,0.956,36064031729021632
10425,27477,18692,8305,0.943,36525815474711381
10425,27604,18750,8294,0.961,36477437084724180
10425,27744,18801,8303,0.955,36517019610279008
10425,29377,22615,8318,0.965,36582998306484929
10425,29483,22667,8300,0.981,36503833578337067
10425,26598,19418,8323,0.967,36604981834442726
10425,26718,19608,8363,0.964,36780904093345886
10425,27643,18578,8443,0.978,37132745654168571
10425,27650,18570,8418,0.881,37022794474613762
10425,27427,18671,8436,0.946,37101959523625763
10425,27496,19402,8426,0.957,37057980591532904
10425,26592,19468,8433,0.975,37088767055521760
10425,27489,19579,8434,0.97,37093165334817633
10425,27027,19646,8398,0.951,36934835800926611
10425,27452,19584,8401,0.932,36948029810436924
10425,30654,20263,8436,0.94,37101962862294974
10425,30732,20531,8445,0.938,37141545842931724
10425,30085,21927,8445,0.953,37141548770555269
10425,30023,22057,8392,0.932,36908452578096455
10425,30019,22075,8412,0.953,36996413546067267
10425,27572,18727,8490,0.965,37339454152666036
10425,26519,19446,8500,0.96,37383436125628311
10425,27156,19561,8448,0.98,37154737948224020
10425,26505,19600,8500,0.907,37383436448589705
10425,30770,20147,8483,0.912,37308670805047346
10425,30698,20607,8504,0.967,37401030746470378
10425,30082,21850,8469,0.941,37247101725341058
10425,27570,18486,8515,0.946,37449404810030002
10425,27637,18519,8530,0.982,37515375576902645
10425,26540,19466,8555,0.96,37625328725682092
10425,27119,19466,8553,0.916,37616532632660463
10425,26627,19520,8548,0.954,37594542513350659
10425,27333,19570,8566,0.947,37673707455408837
10425,27099,19680,8518,0.963,37462601453562331
10425,30787,20233,8522,0.968,37480194799335491
10425,30612,20423,8555,0.932,37625330732660628
10425,30694,20496,8547,0.884,37590146513663974
10425,30127,21870,8559,0.92,37642925953283503
10425,27078,19464,8585,0.964,37757270116821446
10425,27463,19548,8613,0.983,37880415595293511
10425,27454,19595,8622,0.984,37919998112459582
10425,27357,19658,8612,0.975,37876017779469021
10425,30068,21815,8620,0.961,37911206675117428
10425,30123,21868,8586,0.97,37761673204889003
10425,30089,21992,8597,0.952,37810051976557961
10425,30296,22771,8615,0.93,37889218447439448
10425,30252,22823,8638,0.946,37990373626246700
10425,30279,22909,8637,0.934,37985975760090695
10425,27618,18535,8645,0.977,38021150959234018
10425,27418,18676,8680,0.897,38175082882820890
10425,26576,19319,8694,0.953,38236656882444240
10425,26658,19369,8688,0.961,38210268708235298
10425,27280,19637,8685,0.968,38197075130739344
10425,30743,20208,8655,0.943,38065134932883479
10425,30923,20216,8676,0.966,38157493926394059
10425,30195,22205,8663,0.971,38100323492984307
10425,30433,22682,8671,0.961,38135508865414881
10425,30358,22820,8668,0.971,38122315015288470
10425,27441,18815,8725,0.968,38372995267324721
10425,27478,18794,8711,0.973,38311422572129110
10425,27581,18783,8711,0.918,38311422549060541
10425,27611,18866,8705,0.932,38285034444057563
10425,26552,19421,8750,0.981,38482947700975544
10425,30420,22799,8750,0.969,38482954785158868
10425,27554,18469,8796,0.953,38685255843998626
10425,27458,18555,8794,0.966,38676459931331394
10425,27565,18513,8817,0.943,38777614913006509
10425,26564,19292,8819,0.963,38786412639709124
10425,30722,19877,8818,0.97,38782015820036098
10425,25548,20398,8774,0.947,38588502866158540
10425,25484,20428,8822,0.958,38799609161606028
10425,30353,22822,8821,0.964,38795216135681681
10425,30301,22893,8778,0.972,38606100284601949
10425,30834,19924,8860,0.951,38966733872068722
10425,25525,20222,8865,0.96,38988724729570229
10425,25554,20193,8868,0.91,39001918808286162
10425,27019,18997,8897,0.946,39129459648915851
10425,25897,19458,8954,0.97,39380149266834729
10425,30841,19661,8923,0.935,39243810250717305
10425,30814,19872,8905,0.967,39164645856016478
10425,25688,20071,8938,0.968,39309781808211032
10425,27206,18900,8979,0.931,39490099259402822
10425,26991,18972,8966,0.964,39432924805753199
10425,26962,19010,8982,0.958,39503293629622610
10425,30803,19740,8968,0.908,39441722509391955
10425,25620,20078,8973,0.963,39463713450779668
10425,25926,19560,9049,0.96,39797963899299142
10425,25565,20141,9034,0.963,39731994420077533
10425,30591,20528,9048,0.935,39793567882835839
10425,27914,18208,9132,0.944,40162998924373258
10425,27876,18303,9136,0.959,40180591309647076
10425,28005,18244,9131,0.941,40158600953359717
10425,27911,18332,9111,0.954,40070640207686919
10425,27438,18746,9131,0.96,40158602006129454
10425,27353,18796,9103,0.946,40035456808676057
10425,25938,19472,9123,0.963,40123419156571474
10425,25989,19569,9131,0.954,40158603732084101
10425,25602,20116,9122,0.973,40119022460625922
10425,30501,20470,9119,0.962,40105829063489317
10425,30484,20441,9151,0.921,40246566491027220
10425,28011,18266,9211,0.943,40510444720385387
10425,27819,18424,9201,0.941,40466464586624171
10425,27623,18461,9181,0.949,40378503733996519
10425,27697,18475,9154,0.924,40259756507556913
10425,27527,18496,9152,0.971,40250960458574727
10425,27613,18509,9168,0.959,40321329230015453
10425,28123,18630,9189,0.945,40413688460504539
10425,27444,18757,9155,0.794,40264155145464628
10425,25529,19788,9177,0.945,40360914330870713
10425,25503,19901,9201,0.921,40466467684115359
10425,25584,19849,9180,0.977,40374108598330352
10425,25297,20281,9191,0.969,40422488015921873
10425,30569,20393,9182,0.965,40382905832208233
10425,26353,22642,9160,0.95,40286153525454577
10425,27975,18164,9267,0.954,40756735111097671
10425,27737,18296,9267,0.972,40756735387921497
10425,27703,18326,9241,0.963,40642386241547319
10425,27870,18464,9279,0.958,40809512298376414
10425,28194,18542,9231,0.971,40598406229421602
10425,27726,18562,9216,0.973,40532435573697614
10425,26035,19455,9255,0.977,40703961260385715
10425,25927,19487,9279,0.971,40809514443760967
10425,25504,19909,9246,0.943,40664379793892256
10425,25382,20187,9257,0.977,40712758888522534
10425,26427,22559,9250,0.959,40681977537390395
10425,28071,18199,9318,0.951,40981035556564391
10425,27998,18389,9305,0.981,40923861350378846
10425,29415,18498,9316,0.965,40972240090591975
10425,28082,18586,9312,0.964,40954648089095602
10425,25967,19428,9281,0.959,40818310413051247
10425,31066,20431,9295,0.97,40879885167655258
10425,26242,22609,9335,0.969,41055811595691650
10425,26284,22638,9337,0.96,41064607749531308
10425,28188,18409,9376,0.964,41236122694610460
10425,28258,18424,9386,0.966,41280103191178850
10425,27898,18447,9352,0.979,41130569658035450
10425,27588,18630,9356,0.965,41148162227858372
10425,26551,21434,9392,0.958,41306497782671287
10425,28221,18337,9427,0.941,41460422915681853
10425,27932,18397,9411,0.959,41390054297333020
10425,30956,18733,9438,0.955,41508802257778924
10425,25917,19502,9450,0.955,41561580428617021
10425,26533,21442,9423,0.941,41442837241292709
10425,26499,21450,9428,0.959,41464827490625411
10425,26283,22612,9408,0.959,41376868997293739
10425,28635,17938,9535,0.921,41935411102117851
10425,31073,18695,9491,0.888,41741898643175777
10425,25808,19364,9522,0.95,41878239488009424
10425,25829,19504,9487,0.964,41724308153722085
10425,25533,20278,9523,0.98,41882639451317181
10425,31029,20263,9513,0.95,41838658954754357
10425,26465,21439,9533,0.947,41926622351222625
10425,26551,21480,9472,0.973,41658341600028599
10425,26579,21459,9533,0.956,41926622393165779
10425,29357,17708,9542,0.93,41966196945351341
10425,29569,17708,9551,0.843,42005779363951489
10425,29243,17761,9586,0.947,42159711102988859
10425,28600,17825,9545,0.97,41979391330250680
10425,28742,17823,9580,0.971,42133322953945158
10425,28561,17981,9593,0.956,42190497889939345
10425,27931,18007,9552,0.946,42010178037509403
10425,28716,17985,9570,0.952,42089342828572716
10425,27882,18241,9563,0.958,42058557039865066
10425,27958,18242,9569,0.943,42084945321028918
10425,29537,18542,9594,0.933,42194897112953697
10425,25975,19526,9599,0.965,42216889409103223
10425,30376,20161,9542,0.957,41966202089666216
10425,30973,20240,9538,0.938,41948610069297405
10425,25402,20348,9549,0.94,41996988807406394
10425,26533,21412,9539,0.937,41953010573666213
10425,26862,22514,9595,0.942,42199303489349870
10425,29502,17705,9662,0.964,42493962520392510
10425,29354,17733,9661,0.964,42489564532601514
10425,28987,17831,9653,0.947,42454380366033211
10425,28803,17874,9651,0.941,42445584363188355
10425,29492,18468,9649,0.886,42436789515875124
10425,29568,18575,9628,0.876,42344430763537280
10425,25748,19372,9625,0.97,42331238295430292
10425,30387,20142,9615,0.949,42287259445130931
10425,30395,20121,9630,0.897,42353230098757307
10425,26839,22438,9614,0.953,42282866213677271
10425,26842,22430,9661,0.961,42489574382921946
10425,26917,22485,9607,0.973,42252079986665765
10425,26916,22514,9631,0.964,42357633163749668
10425,29579,17742,9687,0.959,42603913760764811
10425,28667,17901,9726,0.936,42775437908144123
10425,28928,17873,9679,0.956,42568729663402240
10425,28330,17921,9708,0.954,42696273112886954
10425,28793,17953,9691,0.947,42621506389307513
10425,28620,17990,9679,0.964,42568729908768716
10425,29486,18404,9689,0.951,42612711242101550
10425,29508,18420,9689,0.78,42612711275656004
10425,29605,18517,9691,0.968,42621507572102053
10425,25483,20255,9715,0.96,42727064333214603
10425,26825,22877,9715,0.952,42727069831948489
10425,28641,17466,9780,0.963,43012931507482593
10425,28647,17750,9772,0.979,42977747730984935
10425,29803,17750,9752,0.916,42889786800764011
10425,28526,17877,9735,0.954,42815020276412270
10425,30888,18007,9769,0.966,42964554130421928
10425,29589,18799,9747,0.919,42867798768120725
10425,25933,19474,9740,0.944,42837013858116941
10425,26830,22435,9736,0.913,42819427881740494
10425,26973,22568,9761,0.961,42929379323439453
10425,26897,22852,9789,0.969,43052525221341457
10425,26807,23028,9766,0.953,42951370520684727
10425,26764,23075,9784,0.975,43030535456450700
10425,28796,17343,9854,0.972,43338386691354748
10425,28811,17298,9833,0.937,43246027620249739
10425,28652,17369,9839,0.927,43272416048213996
10425,28787,17412,9794,0.948,43074504045391987
10425,29882,17662,9810,0.959,43144873313858746
10425,28459,17693,9828,0.971,43224038216068907
10425,30017,17852,9816,0.969,43171261991384385
10425,29680,18690,9836,0.979,43259224679019504
10425,30604,18820,9832,0.934,43241632765605772
10425,26982,22911,9814,0.929,43162476507851110
10425,27017,22944,9845,0.957,43298816018901385
10425,26923,22988,9839,0.978,43272427832109355
10425,26805,23093,9792,0.952,43065719866288309
10425,26763,23124,9804,0.954,43118496489433227
10425,26856,23143,9840,0.935,43276826203678952
10425,26813,23188,9831,0.952,43237243879450813
10425,28692,17224,9890,0.96,43496716116193300
10425,28818,17498,9877,0.959,43439542086168722
10425,29998,17706,9873,0.925,43421950336333102
10425,30910,17943,9887,0.896,43483523484514494
10425,29544,18784,9864,0.972,43382370178462568
10425,26973,22849,9890,0.931,43496727912671581
10425,26998,22878,9916,0.899,43611077182777718
10425,26926,23059,9903,0.973,43553902957717806
10425,27002,23531,9917,0.899,43615476598729082
10425,26941,23584,9909,0.958,43580292337789245
10425,26964,23558,9903,0.913,43553904004196692
10425,28870,17416,9982,0.954,43901336797868230
10425,28601,17632,9941,0.95,43721017343897529
10425,30862,17892,9937,0.944,43703425703114894
10425,30929,17994,9957,0.967,43791386847246545
10425,30819,18587,9920,0.961,43628660369946723
10425,29675,18675,9982,0.9,43901339438183403
10425,30587,18878,9922,0.961,43637457073239931
10425,30551,19899,9961,0.966,43808983028365143
10425,26977,22409,9963,0.885,43817784385235297
10425,26946,22447,9965,0.969,43826580557949250
10425,26944,22486,9921,0.956,43633066593249600
10425,27034,22519,9978,0.957,43883755313588634
10425,26942,22879,9964,0.969,43822183417407806
10425,26967,22917,9942,0.966,43725426473855319
10425,27000,23524,9956,0.962,43787000397982072
10425,26963,23639,9924,0.93,43646263150799187
10425,27003,23629,9942,0.97,43725427967027579
10425,26976,23680,9977,0.964,43879359701870944
10425,29898,17673,10008,0.925,44015686546126026
10425,31107,18626,9985,0.937,43914533474957699
10425,29583,18703,10032,0.94,44121241822458767
10425,30673,18805,10004,0.942,43998096734058449
10425,30029,18957,10036,0.964,44138834541180237
10425,30088,19040,10020,0.941,44068465971066248
10425,27055,22489,10002,0.956,43989308366940591
10425,26940,23021,10004,0.969,43998105575647548
10425,28775,17605,10061,0.953,44248782868607079
10425,29832,17750,10061,0.907,44248783172695176
10425,30974,18476,10081,0.78,44336745625450750
10425,30905,18540,10048,0.965,44191610224801977
10425,30757,18667,10064,0.963,44261979235317797
10425,31011,18681,10080,0.846,44332348008855843
10425,30637,18697,10081,0.936,44336746088921005
10425,28842,17341,10139,0.925,44591829942825130
10425,28679,17531,10130,0.954,44552247922683911
10425,30912,17849,10116,0.85,44490675938425024
10425,30086,18970,10148,0.932,44631415777686918
10425,26899,22912,10128,0.947,44543463114434835
10425,29033,17385,10228,0.953,44983256174588265
10425,29019,17478,10180,0.974,44772150137090395
10425,31129,18381,10218,0.959,44939277798242713
10425,30027,18898,10197,0.965,44846919905736011
10425,30034,18942,10202,0.909,44868910230566226
10425,30142,18982,10187,0.96,44802939616785854
10425,30233,18977,10190,0.945,44816133745833497
10425,30584,19939,10220,0.96,44948077158627192
10425,26705,22714,10210,0.969,44904102513109073
10425,26782,22772,10229,0.959,44987665518454942
10425,28789,17372,10303,0.957,45313109635657845
10425,29205,17362,10302,0.963,45308711568175637
10425,29111,17408,10255,0.933,45102003478622647
10425,29237,17457,10274,0.959,45185566465094197
10425,29042,17489,10249,0.961,45075615369425266
10425,29586,18726,10295,0.967,45277928103113618
10425,30026,18924,10292,0.914,45264734378816842
10425,30100,18922,10281,0.969,45216355863000468
10425,26996,22481,10286,0.967,45238353559316852
10425,29031,17307,10309,0.942,45339497778409831
10425,29110,17302,10310,0.963,45343895814435254
10425,28155,17418,10352,0.977,45528614011170299
10425,28362,17980,10363,0.93,45576993701392074
10425,28364,18099,10343,0.926,45489033020731084
10425,28352,18075,10347,0.779,45506625156443840
10425,29612,18499,10323,0.919,45401072929371052
10425,29634,18515,10323,0.953,45401072962925506
10425,31070,18521,10327,0.95,45418665161554270
10425,28149,17341,10387,0.955,45682545477578229
10425,28223,17403,10400,0.969,45739720212246079
10425,28201,17608,10402,0.935,45748516735184425
10425,29633,18512,10429,0.964,45867265886811073
10425,25593,19069,10374,0.962,45625374496809977
10425,28253,17308,10442,0.961,45924437966483037
10425,28331,18094,10482,0.963,46100361475288747
10425,29648,18617,10444,0.978,45933236804678608
10425,27597,17240,10498,0.942,46170728428497869
10425,28343,18038,10524,0.933,46285079311314615
10425,28318,18021,10536,0.897,46337855833796254
10425,27617,17199,10594,0.915,46592940807580641
10425,29582,17154,10576,0.961,46513775876010894
10425,29220,17283,10570,0.969,46487387867476516
10425,29608,17140,10641,0.971,46799648869872552
10425,27682,17205,10644,0.965,46812843145718818
10425,29493,17246,10716,0.963,47129502580503349
10425,29436,17298,10696,0.884,47041541759333116
10425,27339,17945,10740,0.953,47235057162676939
10425,29429,16867,10816,0.91,47569306436793077
10425,29464,16818,10915,0.915,48004712938631960
10425,29475,16811,10939,0.785,48110266040218403
10425,27752,17767,10910,0.958,47982724696271976
10425,26541,20949,10922,0.974,48035507927541677
10425,29496,16786,10991,0.958,48338964406367032
10425,29602,16806,11069,0.983,48682012076176290
10425,29602,16849,11047,0.975,48585255143109538
10425,26679,20380,11042,0.922,48563272315594807
10425,29704,16941,11151,0.915,49042652173202440
10425,29789,17004,11181,0.951,49174593700656221
10425,28039,17543,11145,0.953,49016265156619655
10425,30000,17015,11225,0.964,49368107770213680
10425,29737,17079,11217,0.932,49332923532342313
10425,29995,16989,11316,0.968,49768329948198187
10425,30113,17490,11281,0.942,49614399370982817
10425,29594,16510,11330,0.974,49829901594817434
10425,29723,16951,11358,0.944,49953047821972507
10425,29662,17015,11385,0.949,50071795211989982
10425,29838,17097,11390,0.941,50093785616512142
10425,29928,17096,11358,0.958,49953048126059752
10425,28019,16727,11406,0.927,50164153584741747
10425,28034,16748,11414,0.775,50199338000870786
10425,29680,16962,11400,0.789,50137765798507504
10425,29950,16980,11438,0.965,50304891603678462
10425,29895,16967,11441,0.959,50318085715948743
10425,28981,18179,11400,0.951,50137768350740789
10425,29240,18291,11450,0.934,50357670911177272
10425,28104,16647,11518,0.947,50656734626213320
10425,29293,16974,11489,0.955,50529191963161197
10425,30020,17011,11472,0.945,50454425250067780
10425,29435,17051,11511,0.953,50625949147886331
10425,28084,16712,11531,0.962,50713909367172532
10425,29987,16994,11530,0.949,50709511912060195
10425,29080,18147,11572,0.964,50894232283541912
10425,28957,18191,11567,0.949,50872242143260957
10425,29372,18342,11550,0.948,50797475669242556
10425,29359,18320,11559,0.965,50837058041705135
10425,29633,16411,11627,0.936,51136121200997313
10425,29323,16944,11597,0.967,51004180923445899
10425,29436,17039,11619,0.935,51100938145919740
10425,29171,18249,11647,0.966,51224085985784307
10425,29594,16478,11655,0.907,51259266643817370
10425,28968,18140,11688,0.961,51404405664149800
10425,29003,18215,11680,0.962,51369221449347403
10425,29310,18206,11688,0.776,51404405802562174
10425,29318,18232,11688,0.966,51404405857088134
10425,29290,18336,11665,0.925,51303251005436522
10425,29501,16313,11748,0.941,51668284623319869
10425,29583,16376,11741,0.956,51637498429862799
10425,29437,16349,11808,0.951,51932167489483517
10425,29421,16354,11855,0.926,52138875685991149
10425,29481,16473,11845,0.86,52094895470441257
10425,29824,16292,12344,0.969,54289520299897984
10425,29790,16445,12340,0.965,54271928434717790
10425,29705,16417,12363,0.915,54373083445752841
10425,29742,16488,12415,0.967,54601782013228078
10425,29620,16231,12467,0.903,54830479892837300
10425,29613,16145,12493,0.932,54944828921770925
10425,29560,16237,12505,0.955,54997605672842104
10425,30390,17914,12532,0.961,55116356445566646
10425,29452,16218,12562,0.924,55248294284129036
10425,30492,17825,12580,0.907,55327462491453212
10425,29521,16148,12619,0.936,55498982788461393
10425,29628,16183,12670,0.967,55723283233928124
10425,30456,17870,12629,0.97,55542966864869112
10425,29443,16164,12728,0.899,55978369891726083
10425,29680,16277,12725,0.941,55965175989171184
10425,29749,16128,12770,0.948,56163087769695285
10425,29593,16283,12791,0.876,56255447071486873
10425,29643,16387,12796,0.959,56277437522146251
10425,29808,16080,12850,0.971,56514931389920368
10425,29722,16130,12839,0.937,56466552983155738
10425,30249,18171,12862,0.962,56567712333198889
10425,29660,16081,12923,0.93,56835988787327964
10425,30326,17964,12880,0.944,56646876736288374
10425,29382,16174,12931,0.949,56871173354451654
10425,29698,16186,12982,0.94,57095473751684098
10425,29738,16210,12968,0.907,57033901150860330
10425,29616,16460,12966,0.94,57025105582126000
10425,30329,18078,12936,0.953,56893167579985529
10425,30312,18221,12988,0.963,57121866298455656
10425,30265,18312,12954,0.94,56972332907918905
10425,29539,16479,13008,0.961,57209823575438179
10425,29507,16554,13034,0.95,57324172942013251
10425,30290,18225,13004,0.945,57192235051021906
10425,27081,26476,13885,0.949,61066931330902473
10425,28584,25940,14051,0.934,61797005927673768
10425,29086,25444,14800,0.956,65091141724303774
10425,20372,25702,14843,0.757,65280258265337748
10425,28041,25719,15100,0.816,66410556254350729
10425,26609,20469,15123,0.939,66511700314056689
10425,26597,20478,15151,0.96,66634845635241957
10425,26726,20588,15203,0.963,66863544284506214
10425,26741,20729,15213,0.966,66907525045315701
10425,28901,25692,15204,0.972,66867953034883301
10425,28869,25744,15202,0.944,66859157050912965
10425,28910,25730,15325,0.939,67400116742418670
10425,27165,27213,15355,0.971,67532061247826461
10425,27104,27219,15391,0.963,67690390934809056
10425,27155,27232,15476,0.959,68064224915515923
10425,26789,18697,16000,0.964,70368783388141733
10425,26817,18741,16044,0.971,70562297526905025
10425,26800,18811,16048,0.941,70579889859750064
10425,26847,18768,16116,0.953,70878956932327647
10425,27640,22063,16319,0.927,71771767284198392
10425,27666,22188,16301,0.766,71692602709142546
10425,27653,22166,16310,0.937,71732185081605125
10425,27726,22269,16298,0.955,71679408739478606
10425,27622,22147,16330,0.955,71820145971981286
10425,28108,23536,16352,0.922,71916905908170188
10425,28126,23533,16374,0.957,72013662925123038
10425,28146,23604,16368,0.91,71987274794954226
10425,28122,23350,16407,0.982,72158798076210650
10425,28133,23475,16424,0.982,72233565129043429
10425,28141,23548,16406,0.902,72154400444935661
10425,30671,22670,16465,0.935,72413883347793871
10425,26080,19700,17048,0.975,74977938235221472
10425,26341,19930,17053,0.952,74999928950122213
10425,26068,19688,17139,0.953,75378160442566100
10425,26401,19879,17136,0.894,75364966703589153
10425,26477,19926,17197,0.977,75633247639332717
10425,27598,18843,17275,0.971,75976292995984334
10425,26487,19966,17239,0.956,75817965676685175
10425,27644,18708,17315,0.956,76152214573313020
10425,27634,18756,17355,0.968,76328136534420466
10425,26775,19555,17448,0.945,76737156535576727
10425,26760,19520,17462,0.972,76798729113331848
10425,26754,19564,17507,0.919,76996641298606210
10425,31736,16434,17785,0.948,78219291664612344
10425,31736,16471,17861,0.9,78553543277050872
10425,31708,16480,17914,0.97,78786639761013724
10425,28747,24590,17880,0.958,78637123187535947
10425,29574,25904,17901,0.978,78729484919927686
10425,29566,25873,17957,0.956,78975775459537790
10425,31762,16523,18015,0.963,79230842548812818
10425,28369,25065,18216,0.893,80114867811413713
10425,28826,18479,18284,0.933,80413921162326170
10425,31584,22586,18276,0.949,80378745403243360
10425,28716,18391,18304,0.957,80501881907998764
10425,31520,21358,18366,0.976,80774567013940000
10425,31511,21427,18315,0.956,80550266786577175
10425,31636,22456,18337,0.961,80647025967790996
10425,28209,19190,18370,0.955,80792154653355569
10425,31568,21397,18375,0.956,80814149514328912
10425,31587,21499,18383,0.972,80849334100327267
10425,31574,21634,18387,0.963,80866926569487190
10425,31633,22392,18430,0.951,81056044159105937
10425,31644,22565,18406,0.953,80950491405646748
10425,28170,25280,18372,0.913,80800963518033418
10425,28744,18384,18457,0.949,81174783009517640
10425,28841,18544,18466,0.963,81214365763661993
10425,31556,21549,18439,0.973,81095624809806660
10425,31598,21666,18478,0.962,81267148869106542
10425,31661,22337,18489,0.938,81315528787917741
10425,29184,23268,18462,0.897,81196783484563968
10425,28698,18491,18533,0.967,81509034768756762
10425,28774,18492,18498,0.957,81355103142965350
10425,29253,19698,18559,0.97,81623386509308485
